Canal	Agua		Sal		Oleo		Gas		Back		Total
385	2230000	5030000	3040000	5040000	1730000	16700000	
386	2300000	4960000	3130000	5200000	1720000	17000000	
387	2440000	4900000	3320000	5500000	1700000	17600000	
388	2680000	4850000	3630000	6030000	1690000	18600000	
389	3030000	4800000	4110000	6830000	1680000	20200000	
390	3550000	4750000	4810000	7990000	1670000	22600000	
391	4270000	4720000	5780000	9610000	1670000	26000000	
392	5230000	4680000	7080000	11800000	1660000	30500000	
393	6500000	4650000	8790000	14600000	1660000	36400000	
394	8100000	4620000	11000000	18200000	1660000	43900000	
395	10100000	4600000	13600000	22700000	1660000	53200000	
396	12500000	4570000	16900000	28100000	1670000	64500000	
397	15300000	4550000	20700000	34400000	1680000	77700000	
398	18600000	4530000	25100000	41700000	1680000	92900000	
399	22200000	4510000	29900000	49800000	1690000	110000000	
400	26100000	4490000	35200000	58600000	1700000	128000000	
401	30200000	4470000	40700000	67900000	1710000	148000000	
402	34400000	4450000	46400000	77200000	1720000	167000000	
403	38500000	4430000	51900000	86400000	1730000	186000000	
404	42300000	4410000	57100000	95100000	1730000	204000000	
405	45700000	4400000	61700000	103000000	1730000	220000000	
406	48500000	4380000	65500000	109000000	1730000	234000000	
407	50600000	4370000	68300000	114000000	1720000	243000000	
408	51800000	4360000	70000000	117000000	1700000	249000000	
409	52200000	4350000	70400000	117000000	1690000	251000000	
410	51600000	4340000	69700000	116000000	1670000	248000000	
411	50200000	4330000	67800000	113000000	1650000	242000000	
412	48000000	4320000	64800000	108000000	1620000	231000000	
413	45100000	4320000	60900000	101000000	1600000	218000000	
414	41700000	4310000	56300000	93800000	1570000	202000000	
415	37900000	4310000	51200000	85300000	1550000	184000000	
416	33900000	4310000	45800000	76300000	1520000	165000000	
417	29900000	4300000	40400000	67200000	1500000	146000000	
418	25900000	4300000	35000000	58300000	1480000	127000000	
419	22200000	4300000	29900000	49800000	1460000	110000000	
420	18700000	4300000	25200000	41900000	1440000	93000000	
421	15500000	4290000	20900000	34800000	1430000	78100000	
422	12700000	4290000	17100000	28500000	1410000	64800000	
423	10200000	4290000	13800000	23000000	1400000	53300000	
424	8160000	4280000	11000000	18400000	1390000	43600000	
425	6420000	4270000	8680000	14400000	1370000	35400000	
426	4990000	4260000	6760000	11200000	1360000	28700000	
427	3830000	4250000	5200000	8640000	1350000	23200000	
